Name,"# Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","# Employment Status | In labor force, 2020 [Estimated]","# Total Population, 2020 [Estimated]","# Vehicles Available | No vehicle available, 2020 [Estimated]","# Vehicles Available | Occupied housing units, 2020 [Estimated]","% Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","% Employment Status | In labor force, 2020 [Estimated]","% Poverty Status by Age | In Poverty, 2020 [Estimated]","% Purchasing: By Internet: In last 12 months: Food (Groceries), 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: $800+, 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: Less than $50, 2020","% Sadness - Some of the time, 2020","% Sadness- All or most of the time, 2020","% Transportation to Work |  Public transportation, 2020 [Estimated]","% Transportation to Work | Car, truck, or van, 2020 [Estimated]","% Transportation to Work | Worked at home, 2020 [Estimated]","% Vehicles Available | No vehicle available, 2020 [Estimated]","Average annual expenditures (Household average), 2020",FIPS,"Food | Food at home (Household average), 2020","Food | Food away from home (Household average), 2020","Housing | Utilities, fuels, and public services (Household average), 2020","Median Household Income, 2020 [Estimated]","Population Density (per square mile), 2020 [Estimated]","Transportation | Gasoline, other fuels, and motor oil (Household average), 2020"
"CT701315, Montgomery County, MD",443,2582,4392,43,1671,13.7963,72.4421,4.659,14.0907,30.6827,2.2987,7.3282,2.1643,11.7429,77.1323,3.8319,2.5733,79266.3247,24031701315,6568.7077,5074.6027,5962.9632,105835.4368,4328.7142,3055.2017
"CT701316, Montgomery County, MD",659,3341,6645,63,2177,14.4391,65.5952,0.8993,13.4427,29.8977,2.3221,7.7563,2.432,5.1847,83.0849,10.4666,2.8939,79203.7081,24031701316,6259.514,5071.0517,6026.7717,142249.7446,687.6988,3254.6762
"CT701317, Montgomery County, MD",315,2313,4374,23,1311,10.8434,65.7382,1.651,14.834,33.6056,2.1049,6.9136,1.9309,3.9431,82.8061,11.2334,1.7544,91811.0875,24031701317,6939.849,5641.3127,6863.9319,175230.8623,317.904,4099.6934
"CT701400, Anne Arundel County, MD",557,1900,3824,0,1211,21.4809,56.9253,13.1092,13.5823,30.4423,2.2698,7.4953,2.3566,1.7113,89.6577,6.994,0,91767.903,24003701400,7483.872,6451.7082,6741.4949,121303.0472,179.6678,3805.0539
"CT701407, Montgomery County, MD",356,3129,5411,0,1816,8.9967,70.7218,4.2341,13.7864,31.2287,2.1966,7.3773,2.1636,9.9415,78.1352,10.7537,0,89861.9114,24031701407,7707.3573,5879.175,6571.7526,146142.2696,1520.1958,3653.7494
"CT701408, Montgomery County, MD",687,3301,6734,23,2010,15.1991,55.7862,8.3679,14.1281,32.0778,2.1465,7.0761,2.0017,6.3323,78.1217,13.8741,1.1443,85579.1657,24031701408,6814.3986,5609.4822,6455.3031,129153.5749,685.638,3623.4085
"CT701409, Montgomery County, MD",523,2547,4412,23,1296,16.395,72.7664,5.0306,14.1458,32.181,2.154,7.2796,2.0581,7.5949,88.1725,1.8196,1.7747,78033.3942,24031701409,6038.5073,4950.9913,5853.6001,141171.5315,1737.87,3408.8853
"CT701410, Montgomery County, MD",1073,6066,10287,58,2923,17.1132,80.4111,3.3925,13.8919,29.9452,2.3403,7.7453,2.3891,4.8279,86.5438,2.2672,1.9843,72267.8013,24031701410,5923.7621,4872.6676,5405.2383,95908.52597,2803.9752,2870.121
"CT701414, Montgomery County, MD",727,4362,7702,51,2466,13.4854,70.1141,6.3448,12.939,28.0896,2.4284,8.2538,2.6597,13.887,83.8524,0.5767,2.0681,76587.061,24031701414,6245.7706,5048.8353,5509.3654,119806.1158,3452.2636,2930.9813
"CT701415, Montgomery County, MD",913,4145,7600,0,2316,16.845,68.1773,4.9063,13.2366,29.2411,2.3251,7.802,2.4088,2.246,86.6545,8.2006,0,76058.6029,24031701415,6380.958,4975.152,5671.2588,109679.6728,2767.7729,3195.1817
"CT701417, Montgomery County, MD",803,3763,5984,208,2572,19.7152,79.2482,2.521,12.9479,26.3125,2.6389,8.5656,2.8972,13.7015,78.2756,5.4702,8.0871,71912.7554,24031701417,5925.8901,4750.6149,5241.3104,84603.86166,7293.4695,2775.9989
"CT701418, Montgomery County, MD",340,2238,3458,30,1108,14.4129,81.6756,4.4054,13.9011,30.1054,2.3358,7.6899,2.3666,13.2935,84.6366,0,2.7076,76374.0243,24031701418,6515.337,5447.0505,5754.6324,116049.3894,7284.6008,2943.2428
"CT701420, Montgomery County, MD",1198,2929,6500,627,2691,23.1901,46.3976,4.9406,11.4999,24.4444,2.5965,8.3435,2.7408,14.9057,70.7925,5.6604,23.2999,77412.5191,24031701420,6416.4193,4960.0638,5654.2409,85549.5227,6343.0724,3129.8816
"CT701421, Montgomery County, MD",126,1052,1688,13,557,10.947,72.6518,1.2552,13.156,27.8014,2.4645,7.9298,2.5856,12.0107,85.5872,0,2.3339,67834.1098,24031701421,6074.0358,4136.6857,5132.353,87424.92756,1003.0543,2735.43
"CT701422, Montgomery County, MD",301,1664,2896,119,971,17.6126,85.3881,9.3419,12.765,25.2166,2.7189,8.8543,3.2062,14.0012,80.5227,3.547,12.2554,68794.5417,24031701422,5621.9336,4520.2756,5084.4257,55939.2963,23438.0058,2650.4148
"CT701423, Montgomery County, MD",433,2941,5159,224,1857,12.5108,78.2081,9.7719,13.3652,27.7772,2.5155,8.3223,2.7653,14.1834,79.9785,3.7249,12.0625,71582.4032,24031701423,5924.5872,4548.7329,5242.0911,77171.51696,12748.9744,2754.0287
"CT701503, Montgomery County, MD",689,3569,6674,44,2077,13.5151,59.0357,8.3083,13.3631,29.7364,2.2662,7.5143,2.2295,11.9403,80.0572,5.9066,2.1184,75684.7233,24031701503,6621.7777,5000.9131,5520.3649,122675.0843,3852.0365,2929.1787
"CT701505, Montgomery County, MD",940,4480,7943,263,2532,17.2445,71.0609,2.2951,12.9774,27.5232,2.5213,8.3642,2.7965,19.0487,69.0605,3.3435,10.387,72578.8864,24031701505,6107.3266,4822.8186,5294.6922,95870.07311,6157.5553,2814.2831
"CT701506, Montgomery County, MD",498,2835,4907,21,1716,14.0361,68.6238,0.5297,13.849,31.2302,2.2175,7.3112,2.1737,5.7678,83.2476,7.1639,1.2238,85707.6877,24031701506,7227.4899,5547.8829,6346.1226,142815.3877,2100.2577,3448.6851
"CT701507, Montgomery County, MD",320,3080,5354,132,1768,8.222,68.2785,12.0302,13.2986,29.8958,2.2929,7.7531,2.3457,10.9104,78.4321,7.1532,7.4661,87371.3219,24031701507,6819.3133,5384.7589,6336.3889,137490.4758,2499.7082,3511.3636
"CT701508, Montgomery County, MD",341,2192,3970,205,1524,13.7778,77.4204,22.4602,12.9218,26.3753,2.6284,8.6557,2.9911,9.5811,83.871,4.7183,13.4514,69864.0604,24031701508,5823.4862,4561.9088,5126.7246,62101.00855,11235.6371,2643.9359
"CT701509, Montgomery County, MD",1021,3815,6977,307,2216,23.9278,71.5044,12.5141,12.5912,25.8273,2.6521,8.9506,3.1187,17.3361,75.0443,4.9025,13.8538,70756.971,24031701509,5925.0324,4600.9531,5275.7564,60107.5051,4423.55,2802.4246
"CT701601, Montgomery County, MD",233,1576,2665,57,773,14.7189,86.389,24.4106,12.6215,25.3708,2.6982,8.7187,2.9371,17.1203,79.7994,0,7.3739,66404.6684,24031701601,5822.4852,4635.4104,4821.7485,66698.69203,23045.6589,2441.8324
"CT701602, Montgomery County, MD",1342,4471,7636,166,1739,29.7825,78.343,6.9031,12.9853,26.8622,2.5513,8.4478,2.7408,16.8278,79.4052,0.1983,9.5457,68699.4833,24031701602,5916.4108,4348.8172,5101.9087,73202.71522,11743.1757,2547.1492
"CT701701, Montgomery County, MD",146,2109,3827,200,1389,5.6964,74.1065,10.0248,12.8952,27.2102,2.579,8.4095,2.8357,35.3941,57.2385,0,14.3988,82953.208,24031701701,6992.1646,5293.2327,6076.7318,109769.2,10855.8137,3421.4353
"CT701702, Montgomery County, MD",297,1650,2614,251,1011,18.2657,76.891,14.6597,12.3783,25,2.7341,8.9637,3.1653,35.5366,52.6178,4.9084,24.8269,62265.8597,24031701702,4905.3224,3793.3693,4421.7854,46869.0665,11942.0714,2314.9753
"CT701703, Montgomery County, MD",340,2328,3602,12,1244,12.8739,84.7307,4.4772,13.3912,28.5277,2.4566,8.0265,2.5895,18.9863,68.0515,7.1043,0.9646,76508.9653,24031701703,6299.9677,4931.4014,5728.0518,105777.9541,8458.7746,3189.1596
"CT701704, Montgomery County, MD",335,1716,3005,148,1074,17.0831,79.3494,5.7426,13.2605,28.4874,2.4706,8.0952,2.6994,29.3641,50.8728,7.1072,13.7803,79236.9256,24031701704,6627.5506,4656.6164,5851.4408,107286.7588,6045.6694,3118.222
"CT701800, Montgomery County, MD",627,2794,4964,331,1897,17.5336,70.6706,8.2424,12.7383,27.223,2.5496,8.5656,2.9629,28.781,60.0828,5.7938,17.4486,80663.338,24031701800,6545.6489,5101.6756,6010.4648,89731.89451,8350.1548,3211.7998
"CT701900, Montgomery County, MD",269,2359,3329,213,1173,11.9396,86.1082,23.5565,12.4734,24.9924,2.7314,8.8413,3.0462,17.7843,76.1349,3.8317,18.1586,69150.424,24031701900,5928.7201,4514.9658,5199.97,67905.45737,18936.2912,2780.7115
"CT702000, Montgomery County, MD",483,2631,5405,346,1404,16.1323,71.5589,13.7281,12.4061,25.4742,2.6798,9.1604,3.1604,36.6987,55.3686,2.3638,24.6439,64671.4998,24031702000,5347.4158,4189.6193,4848.0925,57735.06805,14275.1499,2480.2408
"CT702100, Anne Arundel County, MD",788,3386,6530,38,2580,16.0587,63.8865,10.2064,13.578,30.187,2.2653,7.2163,2.1931,2.7605,92.7872,2.9089,1.4729,86583.0835,24003702100,7136.7527,5809.862,6390.4135,119818.8,749.9377,3591.8631
"CT702101, Montgomery County, MD",1028,3286,6472,237,1851,25.4897,67.0083,11.2188,12.4388,25.8786,2.6358,9.1058,3.1323,22.9416,72.6601,3.5186,12.8039,67414.4654,24031702101,5644.2096,4437.6893,5000.2565,55999.3075,10230.9553,2556.6197
"CT702102, Montgomery County, MD",222,2151,3683,13,1098,9.3395,82.0207,0,14.5515,32.0515,2.2342,7.238,2.1554,10.5318,77.3877,10.9964,1.184,89401.0628,24031702102,7703.7165,5679.6316,6588.9677,168396.2752,5878.222,3682.8786
"CT702200, Montgomery County, MD",269,2840,4326,90,1475,8.9221,83.0527,1.2815,14.2083,31.146,2.2674,7.3215,2.1733,17.083,74.1367,6.723,6.1017,91822.2962,24031702200,6805.6658,5711.5045,6482.6032,153448.3567,6761.1709,3720.0277
"CT702204, Anne Arundel County, MD",390,2280,4324,30,1478,13.4251,66.2182,0.3967,14.1718,31.7244,2.1941,7.0262,2.0532,3.53,91.5002,4.3196,2.0298,83818.3478,24003702204,6742.051,5344.4338,6233.1516,144719.8307,4423.9367,3423.1344
"CT702205, Anne Arundel County, MD",493,3272,5607,33,2266,12.0039,75.8509,2.3301,13.6615,29.3918,2.3689,7.3004,2.2166,3.9052,87.9321,3.8732,1.4563,82430.6866,24003702205,6450.9337,5165.7634,6043.0891,116631.211,3131.0554,3339.0306
"CT702206, Anne Arundel County, MD",762,4254,7498,55,2436,15.9916,71.9547,0.2575,14.2522,30.4018,2.3389,7.2624,2.1981,10.3219,86.9188,0.7154,2.2578,73656.746,24003702206,6342.4433,4882.9773,5483.9537,113924.4152,5433.7665,2980.0296
"CT702208, Anne Arundel County, MD",601,4406,7441,47,2763,12.3637,79.7812,2.444,14.5279,30.9369,2.3259,7.2439,2.1385,11.187,82.7385,5.8466,1.701,78126.2286,24003702208,6560.4418,5269.6518,5813.5104,120224.3857,4580.6555,3241.4461
"CT702209, Anne Arundel County, MD",418,2611,4343,28,1424,14.1984,80.9809,0,14.593,31.6578,2.2995,7.4128,2.2564,2.8342,85.1781,9.1153,1.9663,86830.839,24003702209,7266.108,5779.1968,6374.0546,156797.2098,5167.6543,3639.8085
"CT702300, Anne Arundel County, MD",638,2973,5633,79,1998,16.5585,65.6627,2.2069,13.8554,31.3554,2.1983,7.1626,2.1379,3.3122,89.0063,6.5187,3.954,91177.0745,24003702300,7401.2893,5917.1427,6827.0801,128798.1,358.7144,3861.1823
"CT702301, Montgomery County, MD",571,2255,3656,159,1392,23.7818,80.5223,18.9748,12.6676,25.939,2.6344,8.6693,2.9351,31.8462,56,9.7949,11.4224,67519.5025,24031702301,5947.2337,4439.3685,5168.2904,63969.60583,15570.0353,2681.4749
"CT702302, Montgomery County, MD",369,2272,4120,257,1534,14.5965,78.1794,23.6717,13.2023,27.9088,2.5014,8.1164,2.684,25.0233,60.3448,8.2945,16.7536,81331.9951,24031702302,6607.6308,5456.8574,5935.3436,92080.23593,6900.8258,3254.5759
"CT702401, Montgomery County, MD",140,1447,2448,69,913,7.7735,75.0397,2.7811,13.9184,30.5977,2.315,7.5241,2.3265,20.1735,56.6161,10.9183,7.5575,89052.1038,24031702401,7119.6638,5280.7015,6549.6484,148033.6634,6727.3077,4042.248
"CT702402, Anne Arundel County, MD",749,3945,6817,261,3327,14.0026,67.0968,8.7969,12.9951,28.3292,2.4157,7.5372,2.3379,1.4626,84.8294,11.9874,7.8449,85787.4818,24003702402,7136.5085,5642.768,6240.7422,112687.3855,1435.6022,3474.8631
"CT702402, Montgomery County, MD",177,3209,5085,406,2022,4.7709,75.0976,0.8761,12.9584,26.9459,2.561,8.2718,2.7661,22.5494,62.2627,8.6401,20.0791,80762.4284,24031702402,6683.9159,5331.2052,5859.4349,80128.13889,13653.2059,3122.4869
"CT702500, Anne Arundel County, MD",991,3814,6570,115,2057,21.6944,68.7191,15.1021,12.883,27.0439,2.5387,8.3575,2.8213,3.5954,79.3335,4.5601,5.5907,77253.6185,24003702500,6457.6706,5037.2933,5574.6762,110811.9657,2315.9082,2994.5803
"CT702500, Montgomery County, MD",751,5928,8348,1414,5368,10.4757,74.9194,8.4102,12.6966,25.7848,2.6846,8.4855,2.8602,41.9993,40.9008,5.8404,26.3413,77199.1743,24031702500,6395.8198,5014.2158,5656.1602,80149.29299,19239.8995,3090.4929
"CT702601, Anne Arundel County, MD",457,3322,5445,25,2207,11.3063,73.4735,4.3084,13.3009,28.9518,2.3922,7.7316,2.4793,1.8915,86.5116,7.5039,1.1328,81733.4912,24003702601,6950.8841,5213.4759,5990.6518,107206.0908,2170.7237,3397.1252
"CT702601, Montgomery County, MD",536,3347,4407,567,2494,16.0913,84.069,16.7891,12.8499,26.0203,2.6427,8.1783,2.6885,50.0335,37.1649,5.9651,22.7346,79867.4274,24031702601,6368.7868,5125.7554,5820.6273,76258.63255,33016.1822,3155.244
"CT702602, Anne Arundel County, MD",479,3719,6623,48,2593,9.9812,67.0939,0.4641,13.7101,30.6749,2.2604,7.3389,2.2538,6.885,83.2575,6.9154,1.8511,96414.1454,24003702602,7461.4172,6318.0788,7019.9362,149450.9753,2136.5481,4031.1644
"CT702602, Montgomery County, MD",424,3766,5575,481,2127,11.5311,79.6024,16.0339,12.6198,25.4091,2.7231,8.6597,2.9701,39.9385,51.2615,0.3077,22.614,73687.6268,24031702602,6014.2419,4773.7225,5384.3912,78257.5574,29792.1231,2951.5092
"CT702700, Montgomery County, MD",1144,4381,7820,308,2659,24.2476,73.448,9.5819,13.4249,28.6489,2.4464,8.0744,2.5956,28.5022,65.7597,3.7177,11.5833,84128.4039,24031702700,6727.2159,5396.9923,6031.8418,91343.2,5864.6628,3387.9166
"CT702701, Anne Arundel County, MD",421,2973,4372,22,2257,10.8338,76.4368,0,13.1747,27.6,2.5011,7.5647,2.3808,1.5255,93.8177,3.1714,0.9747,76112.5862,24003702701,6085.7981,5068.611,5444.5047,104226.9501,2410.9674,3124.394
"CT702702, Anne Arundel County, MD",325,1577,3513,48,1445,11.9926,60.3342,1.5025,13.622,30.9878,2.2256,7.1812,2.1506,4.6337,74.0764,15.4665,3.3218,103471.9918,24003702702,8273.3521,6451.8031,7454.911,168474.7545,679.3946,4376.9984
"CT702800, Montgomery County, MD",171,3907,5661,430,2627,3.9907,80.4444,3.3712,13.5696,28.9825,2.4479,7.6785,2.4372,27.9225,57.0602,7.4942,16.3685,84044.5412,24031702800,6635.2986,5371.0239,6175.4113,103333.6293,8750.5603,3523.5895
"CT702900, Montgomery County, MD",109,3088,5168,394,2406,2.5617,67.0058,1.5804,13.5545,29.9088,2.331,7.4779,2.2988,26.3158,68.5693,4.0771,16.3757,97428.4863,24031702900,7762.1039,6328.3094,7002.0616,119078.1641,5218.2518,4010.7091
"CT703000, Montgomery County, MD",108,1059,1707,0,642,8.9701,79.1255,2.2831,13.8028,29.9718,2.338,7.621,2.3374,14.5872,78.6239,6.2385,0,88776.1824,24031703000,7076.258,5429.2737,6335.4744,139357.2626,4081.1935,3352.9551
"CT703100, Montgomery County, MD",441,2808,4721,92,1449,13.0319,74.5928,2.0185,13.4632,29.3244,2.3494,7.6081,2.3099,24.3183,61.9381,6.5954,6.3492,77409.1282,24031703100,6566.429,4978.88,5757.4644,119736.1104,6718.8501,3184.7094
"CT703201, Montgomery County, MD",1091,4877,8126,25,2337,19.4094,73.4293,4.4838,13.2579,29.1349,2.3373,7.7336,2.3375,11.8695,80.6611,2.6401,1.0697,78011.1354,24031703201,6500.13,4954.7297,5762.4463,122502.3873,4943.3035,3098.4728
"CT703202, Montgomery County, MD",613,3177,6130,152,2073,13.8594,64.6187,3.8704,13.2472,29.2808,2.3514,7.7431,2.3933,13.1791,74.6583,9.2184,7.3324,80597.6114,24031703202,6655.2976,5536.6492,5950.95,137375.286,3858.0393,3340.9383
"CT703206, Montgomery County, MD",540,1908,3826,13,1106,19.2719,61.7739,4.4205,13.0968,29.1205,2.3208,7.726,2.363,25.1781,66.8052,7.9572,1.1754,76189.8809,24031703206,6001.7207,4803.7519,5719.3187,101868.1045,3711.6802,3031.4671
"CT703207, Montgomery County, MD",627,3083,6138,171,1603,17.8887,69.5001,22.3866,13.0649,27.3215,2.5389,8.6328,2.8567,23.953,67.045,4.8924,10.6675,69660.5025,24031703207,6352.6799,4415.0638,5302.5998,63509.78618,3968.0385,2826.9602
"CT703208, Montgomery County, MD",451,2706,6070,70,1670,11.3516,59.0119,3.6074,13.5787,30.3093,2.2507,7.4121,2.2475,9.1758,74.9898,12.8705,4.1916,83281.0624,24031703208,6201.5806,5466.3301,6126.2556,133070.5228,4020.2403,3420.2483
"CT703209, Montgomery County, MD",522,3630,6744,225,2404,11.2258,69.4579,4.8483,12.3639,26.0279,2.5918,8.5119,2.8304,30.5631,54.2741,9.2944,9.3594,73876.2452,24031703209,5927.4479,4657.8032,5471.783,93620.66062,9785.8262,2856.4725
"CT703210, Montgomery County, MD",308,1679,3048,36,1088,13.2873,73.8283,1.9659,13.5086,29.569,2.3362,7.7193,2.358,7.9272,90.1938,1.5267,3.3088,76285.6979,24031703210,6017.3259,4724.8119,5819.219,110852.0761,6270.3148,3131.7911
"CT703212, Montgomery County, MD",1211,5592,9893,222,3499,17.6505,73.8041,12.9655,13.513,29.6254,2.3267,7.6997,2.3431,23.5515,72.9233,0.7688,6.3447,80177.4204,24031703212,6503.9906,5333.1606,5932.5283,100338.1664,4402.4262,3148.2541
"CT703213, Montgomery County, MD",1250,3738,5693,349,2333,37.0151,84.6612,24.2194,12.5345,25.3074,2.6851,8.9184,3.0818,10.7286,83.362,2.5531,14.9593,63773.3796,24031703213,5547.4524,4086.9071,4840.1687,48652.00556,25053.9101,2348.0646
"CT703214, Montgomery County, MD",1450,4535,8160,37,2216,31.5286,81.2868,22.6054,12.3353,24.8008,2.7337,9.3222,3.317,18.0154,70.4961,5.6599,1.6697,71516.2975,24031703214,5835.8562,4586.7685,5234.0189,60864.49913,11735.435,2762.3801
"CT703215, Montgomery County, MD",517,1986,3584,121,1078,22.3133,75.0099,7.2418,12.9859,27.9074,2.4566,8.2273,2.6601,29.2714,62.6884,7.3492,11.2245,78051.0645,24031703215,6348.5313,5161.8677,5564.6308,83308.93513,6549.7076,2961.5268
"CT703216, Montgomery County, MD",655,1487,3858,227,2093,18.9525,45.4979,4.9473,11.0126,23.5884,2.6552,8.5126,2.914,15.7041,77.0928,5.6457,10.8457,71455.9318,24031703216,6109.2172,4508.7959,5332.804,53391.17367,7605.4172,2753.4802
"CT703218, Montgomery County, MD",343,192,1938,204,1373,17.8367,10.3252,6.3417,10.3624,21.7651,2.7785,8.7744,3.0495,0,70.8995,23.2804,14.858,76075.4332,24031703218,6273.2072,5013.5606,5447.742,56503.44299,8201.7859,2925.5678
"CT703219, Montgomery County, MD",602,688,3311,298,2458,18.1489,20.4187,8.9199,10.6175,22.8645,2.6853,8.6154,2.9502,13.0368,75.7669,10.8896,12.1237,77701.7791,24031703219,6551.8322,5133.7057,5746.3486,51658.4,9325.7098,3118.3941
"CT703220, Montgomery County, MD",909,2995,5750,506,1941,24.1755,71.9842,9.8303,12.1574,25.6283,2.6079,8.6653,2.9185,28.813,69.6687,0,26.069,66186.5955,24031703220,5648.8809,4359.9578,4993.8748,73284.55272,6422.8587,2483.6432
"CT703221, Montgomery County, MD",425,3271,5682,86,1850,12.2126,73.6057,11.4117,13.6889,29.9272,2.3361,7.784,2.4086,19.9936,68.9447,6.6751,4.6486,80019.5815,24031703221,6659.0245,5071.6876,5905.3764,112269.3809,3405.9235,3287.5415
"CT703301, Montgomery County, MD",519,3316,5393,32,1305,15.0043,76.912,10.7367,12.9593,27.5386,2.4614,8.0757,2.5439,2.7891,94.4961,0,2.4521,77641.2075,24031703301,5994.3596,4975.9591,5529.351,94705.98779,9296.673,2876.4901
"CT703302, Montgomery County, MD",337,2577,4209,21,1107,11.8829,79.9048,5.0866,12.9081,27.607,2.4247,7.9836,2.4752,16.2852,78.6492,0.788,1.897,76811.1105,24031703302,6611.8128,5022.5984,5620.59,101963.9679,6571.1208,3185.4605
"CT703401, Montgomery County, MD",1198,3204,5637,95,1417,30.9321,75.1391,12.8162,12.9337,27.6141,2.4467,8.0858,2.4906,17.0206,81.7053,0,6.7043,70479.4318,24031703401,5949.9299,4560.4705,5179.6476,82045.25981,8198.438,2791.7308
"CT703402, Montgomery County, MD",650,2125,3655,20,1058,25.9688,68.1267,10.4042,13.5818,29.5182,2.3182,7.6225,2.2403,25.4447,71.0512,0,1.8904,75108.4692,24031703402,6545.8471,4587.808,5727.1745,90357.51915,7479.3321,3056.7533
"CT703403, Montgomery County, MD",529,2191,3696,33,1013,21.0338,74.6712,1.3383,12.7974,27.184,2.4814,8.2958,2.6398,20.8763,77.9897,1.0825,3.2577,74304.5,24031703403,6219.3656,4626.2969,5465.3818,102067.0736,7881.4373,3008.5542
"CT703404, Montgomery County, MD",603,2170,3226,41,870,26.6578,79.9781,9.0475,12.1824,25.2079,2.6559,9.1638,3.1411,11.7922,84.6234,2.2857,4.7126,65609.235,24031703404,5837.4008,4088.2873,5113.0815,79939.23079,14586.7245,2556.678
"CT703501, Montgomery County, MD",979,3688,6260,68,1931,21.9802,69.2535,1.353,12.4953,26.109,2.594,8.8555,2.9883,11.9087,80.9792,4.995,3.5215,68001.483,24031703501,5875.6765,4426.562,4918.8807,74417.96833,7346.3831,2623.2898
"CT703502, Montgomery County, MD",222,1604,2746,157,1167,11.3208,70.7989,0,12.7265,27.3777,2.502,8.2088,2.6643,18.5884,71.768,3.9133,13.4533,86918.0756,24031703502,6529.1226,5284.6361,6290.6645,104714.3555,4995.4521,3438.7253
"CT703601, Montgomery County, MD",373,2758,4561,62,1715,12.134,74.0847,3.3075,13.2318,28.4776,2.4199,7.8066,2.4059,19.8963,73.3605,2.2971,3.6152,80012.1209,24031703601,6548.097,5007.0444,6018.5816,107341.6607,6620.3153,3226.3867
"CT703602, Montgomery County, MD",297,1840,3056,24,1034,13.1184,75.8998,4.4876,14.0794,30.9657,2.2744,7.2838,2.1686,12.9718,76.8208,8.8251,2.3211,82037.6472,24031703602,6427.7592,5316.7178,6050.5905,127557.9,6794.5839,3382.584
"CT703701, Montgomery County, MD",807,2771,4857,61,1113,25.982,76.4084,11.3182,12.8642,27.2346,2.4774,8.2565,2.6581,13.3177,82.2953,1.0184,5.4807,70411.4034,24031703701,6090.74,4763.7276,5398.61,77584.60818,10604.3404,2799.2767
"CT703702, Montgomery County, MD",993,2801,4237,54,1208,29.6153,76.4562,16.6628,13.3333,28.4505,2.4263,7.9292,2.4371,25.9436,68.1935,2.7483,4.4702,79963.0079,24031703702,6053.2464,4900.5798,5552.5374,87069.42916,8833.3403,2893.2307
"CT703800, Montgomery County, MD",142,2685,3962,389,1962,4.8797,82.3547,14.2157,12.9485,26.5662,2.6397,8.681,2.9087,19.8853,67.6099,2.6004,19.8267,76323.3869,24031703800,6100.8655,5014.211,5419.932,71919.94129,8445.0602,2814.0595
"CT703901, Montgomery County, MD",306,2069,3495,28,1110,12.6082,75.3544,8.6313,13.7983,30.2269,2.2941,7.3926,2.2135,30.8251,55.1116,12.2989,2.5225,85618.6009,24031703901,6770.9439,5723.867,6140.3821,156456.9165,6302.9757,3587.8334
"CT703902, Montgomery County, MD",858,4219,7109,427,2277,17.136,76.1805,0,13.32,28.2201,2.4846,8.2029,2.6388,29.0836,64.6049,5.3774,18.7527,73505.6513,24031703902,6065.4209,4826.2701,5593.2016,106506.9144,8468.5393,2876.0818
"CT704000, Montgomery County, MD",126,3400,6283,217,2256,3.0129,68.7329,10.1153,13.0306,27.6709,2.5036,8.234,2.6504,22.8081,64.8104,10.16,9.6188,73753.9887,24031704000,6062.1538,4549.7273,5319.9809,94117.55251,7244.3215,2822.1882
"CT704100, Montgomery County, MD",195,2496,5086,44,1584,5.5556,61.0846,5.3483,13.8719,31.3492,2.2222,7.2911,2.1881,15.3486,72.2789,11.6497,2.7778,99352.032,24031704100,7576.6295,6763.5827,7160.1354,193923.7669,3499.7901,4244.9355
"CT704200, Montgomery County, MD",177,1326,2240,37,844,11.4341,76.7454,2.9675,13.2694,28.8711,2.4175,7.8187,2.4795,15.6904,70.3626,9.9721,4.3839,89954.0306,24031704200,7783.0664,6139.73,6691.8543,121614.0267,4715.6902,3838.8394
"CT704300, Montgomery County, MD",182,2075,4053,28,1366,6.7233,69.1948,1.319,14.2409,31.3965,2.2678,7.2185,2.1264,16.4508,70.9832,7.7698,2.0498,98189.9509,24031704300,7653.8891,6159.6517,7220.34,193931.4464,5331.1411,4084.5342
"CT704401, Montgomery County, MD",192,1739,3311,7,1105,7.8303,68.4857,3.068,14.111,31.5178,2.2376,7.2244,2.1026,9.3561,77.5454,7.8151,0.6335,92792.2688,24031704401,7285.8284,6123.0823,6659.6469,190982.1267,3779.4215,3857.0736
"CT704403, Montgomery County, MD",94,912,1532,57,951,7.0359,64.3312,0.7056,12.6697,27.0183,2.5321,7.659,2.3536,20.2572,70.3108,6.3237,5.9937,83281.7742,24031704403,6871.6719,5694.3995,6257.6683,88838.55076,15841.1746,3423.2584
"CT704404, Montgomery County, MD",233,2935,5412,191,2178,5.9545,72.1076,1.3869,13.8901,30.7865,2.2791,7.1866,2.068,20.2623,61.7535,13.9109,8.7695,100571.3174,24031704404,7361.8128,5967.2565,7023.7322,155439.034,5226.6625,4036.2528
"CT704501, Montgomery County, MD",174,1907,3480,27,1193,7.4169,72.401,0,13.7954,30.5411,2.2832,7.3983,2.1648,16.0878,61.1849,12.1553,2.2632,96856.2202,24031704501,7977.4141,6467.9139,7085.4695,170036.5245,4076.8032,3969.4703
"CT704502, Montgomery County, MD",74,1240,2570,5,863,4.2431,61.4122,1.857,14.453,32.9463,2.1401,7.0133,1.957,18.4189,61.2062,15.9739,0.5794,116175.0887,24031704502,8981.0708,7533.501,8465.0737,212166.4198,3148.8538,4943.0491
