Name,"# Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","# Employment Status | In labor force, 2020 [Estimated]","# Total Population, 2020 [Estimated]","# Vehicles Available | No vehicle available, 2020 [Estimated]","# Vehicles Available | Occupied housing units, 2020 [Estimated]","% Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","% Employment Status | In labor force, 2020 [Estimated]","% Poverty Status by Age | In Poverty, 2020 [Estimated]","% Purchasing: By Internet: In last 12 months: Food (Groceries), 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: $800+, 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: Less than $50, 2020","% Sadness - Some of the time, 2020","% Sadness- All or most of the time, 2020","% Transportation to Work |  Public transportation, 2020 [Estimated]","% Transportation to Work | Car, truck, or van, 2020 [Estimated]","% Transportation to Work | Worked at home, 2020 [Estimated]","% Vehicles Available | No vehicle available, 2020 [Estimated]","Average annual expenditures (Household average), 2020",FIPS,"Food | Food at home (Household average), 2020","Food | Food away from home (Household average), 2020","Housing | Utilities, fuels, and public services (Household average), 2020","Median Household Income, 2020 [Estimated]","Population Density (per square mile), 2020 [Estimated]","Transportation | Gasoline, other fuels, and motor oil (Household average), 2020"
"CT402405, Baltimore County, MD",985,2210,4021,44,1402,34.818,70.755,14.8804,12.3066,25.692,2.6189,8.5735,3.0438,0.7336,96.3778,0.0917,3.1384,64049.0239,24005402405,5609.876,4371.7232,4687.9347,53242.60612,7372.3002,2405.9904
"CT402406, Baltimore County, MD",1137,3115,5458,74,2464,31.9472,72.0048,11.3874,12.7276,25.7441,2.6399,8.5695,3.0328,1.3509,90.2922,4.3355,3.0032,70223.5569,24005402406,5748.4153,4481.1177,5181.454,72108.9136,6262.4779,2731.3373
"CT402407, Baltimore County, MD",150,777,1348,43,535,14.549,65.1118,28.7051,12.916,27.0669,2.5043,8.0046,2.6648,8.8012,84.8255,0.1517,8.0374,67909.6305,24005402407,5632.724,4455.6944,4935.6813,68681.7,538.2269,2641.4844
"CT402503, Baltimore County, MD",757,2665,5054,609,2221,20.465,65.8172,2.8367,12.1214,24.7294,2.7337,9.1552,3.3611,3.6874,90.8216,1.2826,27.4201,63220.9521,24005402503,5418.9009,4179.5229,4711.0584,53112.5,2696.2432,2412.5712
"CT402504, Baltimore County, MD",939,2464,5012,32,1524,28.3429,56.3445,8.2483,13.6243,29.962,2.296,7.6444,2.5126,2.2838,83.2362,14.4315,2.0997,72307.5728,24005402504,6250.4262,4682.922,5363.97,104354.5933,1630.7195,2755.4198
"CT402505, Baltimore County, MD",806,2327,3787,121,1390,31.1799,76.1276,5.9848,12.5181,25.9216,2.598,8.4902,3.0239,0,90.1647,5.7412,8.705,67916.8169,24005402505,5958.7199,4292.7458,4926.9038,65174.01328,7828.5856,2572.644
"CT402506, Baltimore County, MD",900,2434,4703,25,1420,28.5442,64.6246,1.5052,12.9724,28.0709,2.4147,8.0273,2.7514,3.3742,84.0491,12.007,1.7606,68845.0414,24005402506,5554.1288,4496.105,5033.6576,88932.6582,5317.9701,2587.9251
"CT402509, Baltimore County, MD",959,6274,10802,611,4308,13.1298,75.4922,3.8224,13.5346,28.5461,2.4537,7.86,2.549,8.9525,90.0507,0.6887,14.1829,76460.1594,24005402509,6256.9692,5198.108,5568.3408,93212.20088,7622.6096,2931.3835
"CT402602, Baltimore County, MD",415,1059,2225,64,751,26.2326,58.08,17.3408,12.6971,27.5242,2.4343,8.0696,2.759,9.6447,82.8426,1.0152,8.522,68700.9875,24005402602,5928.9687,4338.2342,4921.0487,74633.22832,4655.2987,2670.6254
"CT402603, Baltimore County, MD",602,3384,6531,74,2299,12.1054,66.6023,0.6193,13.4707,29.5796,2.3042,7.5198,2.4127,6.0431,89.1285,1.4576,3.2188,69873.7586,24005402603,5788.1728,4502.938,5377.2707,99472.27535,2792.6607,2817.4364
"CT402604, Baltimore County, MD",1529,3621,6460,42,2102,30.5251,59.6525,9.0388,12.9288,28.6953,2.3358,7.8351,2.6469,8.2645,82.6446,9.0297,1.9981,69364.9984,24005402604,6159.5118,4917.7753,5200.0308,97993.38274,4608.7223,2666.8256
"CT403100, Baltimore County, MD",608,1076,2497,125,904,32.1523,49.9071,14.2089,11.9093,25.6224,2.5527,8.5418,2.9926,10.6747,79.2548,4.6324,13.8274,63462.2728,24005403100,5109.1617,3841.8627,4664.0498,73287.61893,3379.6221,2402.7788
"CT403201, Baltimore County, MD",588,1822,3299,38,1094,24.0098,66.8183,3.8048,12.3031,26.8078,2.4809,8.3992,2.9684,7.9976,90.3541,0,3.4735,69245.0923,24005403201,5940.2901,4814.8056,5049.8726,83741.31981,4842.2845,2702.562
"CT403202, Baltimore County, MD",254,1149,2289,39,845,15.6116,62.4336,2.5968,12.197,26.5657,2.4747,8.303,2.928,25.4362,68.595,4.2241,4.6154,65972.2292,24005403202,5991.905,4390.4553,5004.0547,72691.19655,5085.6495,2645.0578
"CT403300, Baltimore County, MD",312,1393,2508,55,981,17.9517,71.773,5.7722,12.7396,27.1442,2.4685,7.9975,2.644,9.2437,80.8824,7.0728,5.6065,71365.8701,24005403300,5619.6687,4734.1532,5238.6191,96425.44535,3774.2664,3012.5454
"CT403401, Baltimore County, MD",407,1623,3605,339,1778,13.5667,50.1912,9.4997,11.5372,24.3292,2.6562,8.5813,2.9764,9.3242,85.169,1.5019,19.0664,69775.3843,24005403401,5911.1111,4462.624,5107.5042,77588.52043,5147.9408,2644.0583
"CT403402, Baltimore County, MD",832,2800,5826,384,2140,21.9641,63.6569,23.8264,11.3017,23.313,2.7632,9.2042,3.3598,7.7711,81.9498,6.888,17.9439,63841.1876,24005403402,5420.5541,4044.2821,4669.3889,55206.5478,4208.1085,2377.1176
"CT403500, Baltimore County, MD",319,2443,4995,88,1785,9.9532,71.5701,0,13.0782,28.3916,2.4071,7.9808,2.5456,2.99,85.8389,9.4684,4.93,79543.3659,24005403500,6832.0835,5173.6852,5912.1267,107035.4278,4136.8515,3202.1555
"CT403601, Baltimore County, MD",528,2692,4900,112,1944,14.966,65.6965,6.8167,13.0211,28.2442,2.4277,7.8033,2.4732,3.7353,84.3281,10.4344,5.7613,77160.2925,24005403601,6148.8672,5127.5091,5658.8502,79111.33245,4616.3267,2989.6979
"CT403602, Baltimore County, MD",155,3289,5750,85,2232,4.4967,81.5689,5.6663,13.6491,28.631,2.4615,7.7791,2.3889,3.5554,89.4619,4.0038,3.8082,74478.8426,24005403602,6319.1974,5174.5263,5442.7508,98613.85437,5405.6595,2931.9717
"CT403701, Baltimore County, MD",832,3729,6919,164,3184,15.4704,62.8481,7.0777,12.6427,27.5069,2.4443,7.8618,2.5455,9.3169,81.5168,5.7258,5.1508,84983.035,24005403701,6877.5445,5628.2098,6136.5808,86621.2692,1579.8066,3580.2053
"CT403702, Baltimore County, MD",681,2485,4840,324,2077,19.8138,60.1509,17.0671,12.7928,26.8123,2.5418,8.0596,2.6452,11.6162,85.6749,0.1377,15.5994,68788.8451,24005403702,5545.321,4621.8611,5072.7558,86553.79893,1980.9842,2719.0834
"CT403801, Baltimore County, MD",162,913,1645,0,614,13.0225,69.6646,0.7151,13.6677,31.1755,2.21,7.485,2.2722,0.2395,88.1437,11.018,0,101002.475,24005403801,8481.3359,6134.3623,7458.3417,203052.5791,378.5125,4273.7976
"CT403802, Baltimore County, MD",173,1299,2813,46,1040,8.9038,60.1865,3.8501,14.0157,32.3606,2.1254,7.0646,2.0554,1.2688,91.8319,5.2339,4.4231,100160.2272,24005403802,7561.1424,6423.712,7329.69,163898.3,754.0605,4337.0536
"CT403803, Baltimore County, MD",268,1778,3492,54,1716,9.2128,62.1223,3.7223,12.9237,29.0556,2.3351,7.5299,2.3399,3.0965,87.371,8.5003,3.1469,83960.3797,24005403803,6673.48,5523.1411,6251.2365,99593.1,1566.9381,3333.1595
"CT404101, Baltimore County, MD",800,4343,6822,46,2976,15.8604,79.6851,12.1648,13.904,29.8092,2.3446,7.3897,2.2799,6.6838,91.6452,0,1.5457,75561.1017,24005404101,6457.018,5081.0695,5556.5308,94761.9464,1385.8305,2890.1179
"CT404102, Baltimore County, MD",1127,3530,6224,86,2352,24.3097,68.8624,0,13.0317,27.514,2.4907,8.0859,2.6802,11.4241,83.5604,3.9319,3.6565,69681.6385,24005404102,6049.6324,4400.804,5283.9687,72147.03108,3419.9681,2621.1774
"CT404201, Baltimore County, MD",1096,3429,5831,23,2063,27.5515,76.2777,3.6484,13.1494,27.4288,2.5274,8.2218,2.7204,6.5211,80.0919,8.2735,1.1149,67942.9726,24005404201,5766.0167,4575.377,5173.1246,82291.41342,6285.0984,2697.8178
"CT404202, Baltimore County, MD",872,4724,8331,281,2581,20.3643,68.5124,23.7602,12.5811,25.4403,2.6774,8.5868,2.9495,16.7683,69.7517,6.5984,10.8873,51402.8302,24005404202,4446.3385,3373.7751,3873.1127,59979.85319,3710.0208,1924.3208
"CT404402, Baltimore County, MD",459,3762,6585,86,2236,11.0763,73.2824,9.4613,14.0144,30.9095,2.2631,7.426,2.2777,4.2308,94.7527,0.8516,3.8462,78533.4512,24005404402,6379.5091,5094.3533,5761.4282,115950.7,1568.6714,3092.511
"CT404403, Baltimore County, MD",718,2512,5049,202,2013,21.4456,66.402,18.5128,12.62,26.1068,2.6347,8.6163,2.9694,8.1412,83.8646,0.4904,10.0348,63787.4848,24005404403,5418.6236,4377.4597,4775.2833,52862.28927,5680.5652,2492.6876
"CT404404, Baltimore County, MD",751,2775,5027,251,2002,19.3706,64.3175,11.1246,12.4293,26.298,2.5808,8.5107,2.871,0,91.3127,4.8986,12.5375,71691.5301,24005404404,6102.0498,4874.2665,5277.6847,84304.22834,3093.3481,2745.9018
"CT404501, Baltimore County, MD",875,4200,6979,42,2533,18.5617,74.909,3.8501,12.7386,26.9123,2.5252,8.2626,2.7658,5.8551,90.0054,0,1.6581,67427.2116,24005404501,5776.1125,4656.3739,4946.3571,80441.77938,5829.1432,2663.3218
